Tree_Label,Phylum,SS,A,G,O,T,V,C,F,K,M,S
L_Xyloryct,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
L_Yponomeu,Arthropoda ,1,0,0,1,0,0,0,1,0,1,0
L_Ypsolop,Arthropoda ,1,0,0,1,0,0,0,1,0,1,0
L_Zygaenid,Arthropoda ,1,0,0,1,0,0,0,1,0,1,0
Laternula,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Latimeria_menadoensis,Chordata ,0,0,0,0,0,0,0,0,0,0,0
latro,Arthropoda ,1,0,0,1,1,0,0,1,0,1,0
Leiolepis_belliana,Chordata ,1,0,0,0,0,1,1,0,0,0,0
Lepetodri,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Lepidople,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Lepidosiren_paradoxa,Chordata ,0,0,0,0,0,0,0,0,0,0,0
Leptochit,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Leptogyro,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Leptosynapta_tenuis,Echinodermata,0,0,0,0,0,0,0,0,0,0,0
Liny,Arthropoda ,1,1,1,0,1,0,0,1,0,0,0
Liphistius,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Litoria_ewingii,Chordata ,1,1,0,0,0,0,0,1,0,0,0
Littorina,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Lorica,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Lumbricusr,Annelida ,1,0,0,1,1,0,0,0,1,1,0
Lyonsia,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Man_Acanth,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Man_Amorph,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Man_Chaete,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Man_Empusi,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Man_Eremia,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Man_Hymeno,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Man_Iridop,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Man_Liturg,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Man_Mantid,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Man_Mantoi,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Man_Metall,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Man_Paraox,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Man_Sibyll,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Man_Tarach,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Man_Thespi,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Man_Toxode,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Mantophasm,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Mec_Aptero,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Mec_Bittac,Arthropoda ,1,0,1,0,0,1,0,1,0,0,0
Mec_Boreid,Arthropoda ,1,0,0,0,1,1,0,1,0,0,1
Mec_Choris,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Mec_Merop,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Mec_Nannoc,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Mec_Panora,Arthropoda ,1,0,0,1,0,0,0,1,0,0,0
Mec_Panorb,Arthropoda ,1,0,1,1,0,0,0,1,0,0,0
Meg_Coryda,Arthropoda ,1,0,0,0,1,1,1,0,0,0,0
Meg_Sialid,Arthropoda ,1,1,0,1,0,1,1,1,0,1,0
megahexura,Arthropoda ,1,0,0,0,1,0,0,1,0,0,0
Mercenari,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Micra,Arthropoda ,1,0,0,0,1,0,0,1,0,0,1
microhexura,Arthropoda ,1,0,0,0,1,0,0,1,0,0,0
Micromeni,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Mikadotro,Mollusca,0,0,0,0,0,0,0,0,0,0,0
mime,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Mnemiopsis,Ctenophora ,0,0,0,0,0,0,0,0,0,0,0
Mono1,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Mono2,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Mono3,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Monodelphis_domestica,Chordata ,1,0,0,1,0,0,0,0,0,1,0
Mytilus,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Myxiniformes,Chordata ,0,0,0,0,0,0,0,0,0,0,0
Myzostomas,Annelida ,0,0,0,0,0,0,0,0,0,0,0
N_P,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Nautilusp,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Nautiluss,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Neme,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Neotrigon,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Neph,Arthropoda ,1,0,0,0,1,0,1,0,0,0,1
Nerita,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Neritilia,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Neritopsi,Mollusca,0,0,0,0,0,0,0,0,0,0,0
nesticus,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Neu_Ascala,Arthropoda ,1,0,0,1,0,1,0,1,0,0,0
Neu_Beroth,Arthropoda ,1,1,1,0,0,0,0,1,0,1,0
Neu_Chryso,Arthropoda ,1,1,1,1,1,0,1,1,0,1,0
Neu_Coniop,Arthropoda ,1,1,0,1,0,1,0,1,0,1,0
Neu_Hemer,Arthropoda ,1,1,0,0,0,0,0,1,0,0,0
Neu_Ithoni,Arthropoda ,1,0,0,1,0,0,1,1,0,0,0
Neu_Mantis,Arthropoda ,1,0,0,1,0,1,0,1,0,0,0
Neu_Myrmel,Arthropoda ,1,0,0,1,0,0,0,1,0,0,0
Neu_Nemopt,Arthropoda ,1,0,0,1,0,1,0,1,0,0,0
Neu_Nevror,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Neu_Nymphi,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Neu_Osmyli,Arthropoda ,1,0,1,1,0,0,0,1,0,0,1
Neu_Polyst,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Neu_Psych,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Neu_Sisyri,Arthropoda ,1,1,1,0,0,1,0,1,0,1,0
Nucula,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Nuculana,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Od_A_Aeshn,Arthropoda ,1,0,0,0,1,1,1,0,0,0,0
Od_A_Austr,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Od_A_Chlor,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Od_A_Corda,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Od_A_Cordb,Arthropoda ,1,0,0,0,1,0,1,0,0,0,0
Od_A_Gomph,Arthropoda ,1,0,0,0,0,1,1,0,0,0,0
Od_A_Libel,Arthropoda ,1,0,0,0,0,1,0,1,0,0,0
Od_A_Macro,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Od_A_Neope,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Od_A_Petal,Arthropoda ,1,0,0,0,0,1,1,0,0,0,0
Od_A_Synth,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Od_AZ_Epio,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Od_Z_Amphy,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Od_Z_Calop,Arthropoda ,1,0,0,0,0,1,1,0,0,0,0
Od_Z_Chlor,Arthropoda ,1,0,0,0,0,0,1,0,1,0,0
Od_Z_Chori,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Od_Z_Coena,Arthropoda ,1,0,0,0,1,1,1,0,0,0,0
Od_Z_Dicte,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Od_Z_Diphl,Arthropoda ,1,0,0,0,0,1,1,1,0,0,0
Od_Z_Eupha,Arthropoda ,1,0,0,0,0,1,1,1,0,0,0
Od_Z_Hemip,Arthropoda ,1,0,0,0,1,0,0,1,0,0,0
Od_Z_Isost,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Od_Z_Lesti,Arthropoda ,1,0,0,0,1,1,1,1,0,0,0
Od_Z_Megap,Arthropoda ,1,0,0,0,0,1,1,1,0,0,0
Od_Z_Peril,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Od_Z_Platycn,Arthropoda ,1,0,0,0,1,0,1,0,0,0,0
Od_Z_Platyst,Arthropoda ,1,0,0,0,0,1,1,1,0,0,0
Od_Z_Polyt,Arthropoda ,1,0,0,0,0,1,1,0,0,0,0
Od_Z_Proto,Arthropoda ,1,0,0,0,1,0,1,0,0,0,0
Od_Z_Pseuole,Arthropoda ,1,0,0,0,0,1,1,1,0,0,0
Od_Z_Pseuost,Arthropoda ,1,0,0,0,1,1,1,0,0,0,0
Od_Z_Synle,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Oecobiidae,Arthropoda ,1,0,0,0,1,0,0,1,0,0,0
Ophiocentrus_pilosus,Echinodermata,0,0,0,0,0,0,0,0,0,0,0
Ophiolimna_perfida,Echinodermata,0,0,0,0,0,0,0,0,0,0,0
Ophiophycis_johni,Echinodermata,0,0,0,0,0,0,0,0,0,0,0
Ophiothrix_angulata,Echinodermata,0,0,0,0,0,0,0,0,0,0,0
Or_C_Acrid,Arthropoda ,1,1,0,1,1,1,0,1,0,0,0
Or_C_Choro,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Or_C_Cylin,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Or_C_Episa,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Or_C_Eumas,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Or_C_Eusch,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Or_C_Lentu,Arthropoda ,1,0,0,0,1,0,0,0,0,0,1
Or_C_Pamph,Arthropoda ,1,0,0,0,1,0,1,0,0,0,0
Or_C_Pneum,Arthropoda ,1,1,0,0,0,0,0,1,0,0,0
Or_C_Prosc,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Or_C_Pyrgo,Arthropoda ,1,0,0,0,1,1,1,0,0,1,0
Or_C_Romal,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Or_C_Tanao,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Or_C_Tetri,Arthropoda ,1,0,0,0,0,1,0,1,0,0,0
Or_C_Theri,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Or_C_Trida,Arthropoda ,1,0,0,0,0,0,0,1,0,0,0
Or_C_Trigo,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Or_C_Xyron,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Or_E_Anost,Arthropoda ,1,0,0,0,1,1,1,0,0,0,0
Or_E_Gryllac,Arthropoda ,1,0,0,0,1,0,0,1,0,1,0
Or_E_Grylli,Arthropoda ,1,1,0,1,0,0,1,1,0,0,0
Or_E_Gryllot,Arthropoda ,1,1,0,0,0,0,0,1,0,1,0
Or_E_Myrme,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Or_E_Proph,Arthropoda ,1,0,1,0,0,0,0,1,0,0,0
Or_E_Rhaph,Arthropoda ,1,0,0,0,1,1,1,0,0,0,0
Or_E_Steno,Arthropoda ,1,1,0,0,1,0,0,1,0,1,0
Or_E_Tetti,Arthropoda ,1,0,1,0,0,1,0,1,0,0,0
Orbiteste,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Ornithorhynchus_anatinus,Chordata ,0,0,0,0,0,0,0,0,0,0,0
OscarellaC,Porifera ,0,0,0,0,0,0,0,0,0,0,0
Other_Anthozoa,Cnidaria,0,0,0,0,0,0,0,0,0,0,0
Oxyopidae,Arthropoda ,1,0,0,0,1,0,1,0,0,0,0
Pandora,Mollusca,0,0,0,0,0,0,0,0,0,0,0
paratropis,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Passer_montanus,Chordata ,1,1,0,0,0,1,1,1,0,0,0
Pedicellin,Entoprocta,0,0,0,0,0,0,0,0,0,0,0
Perotroch,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Petromyzontiformes,Chordata ,1,0,0,1,0,0,0,1,0,0,0
Pha_Agathe,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pha_Aschip,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pha_Bacill,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pha_Diaphe,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pha_Heteronem,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pha_Heteropt,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pha_Phasma,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pha_Phylli,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pha_Pseudo,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pha_Timema,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Phaxas,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Philodinar,Rotifera ,1,0,0,1,0,0,0,0,0,1,0
Phol,Arthropoda ,1,0,0,0,1,0,0,1,0,0,1
Phoronisva,Phoronida,0,0,0,0,0,0,0,0,0,0,0
Pht_Boopid,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pht_Echino,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pht_Gyropi,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pht_Haemat,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pht_Heptap,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pht_Hoplop,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pht_Laemob,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pht_Linogn,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pht_Menopo,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pht_Pedici,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pht_Pedicu,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pht_Philop,Arthropoda ,1,0,0,0,1,0,1,0,0,0,0
Pht_Polypl,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pht_Pthiri,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pht_Ricini,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pht_Tricho,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pisulina,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Pl_Austrop,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pl_Capniid,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pl_Chlorop,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pl_Diamphi,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pl_Eusthen,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pl_Gripopt,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pl_Leuctri,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pl_Nemouri,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pl_Notonem,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pl_Peltope,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pl_Perlida,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pl_Perlodi,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pl_Pterona,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pl_Scopuri,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pl_Stylope,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pl_Taeniop,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Placozoasp,Placozoa,0,0,0,0,0,0,0,0,0,0,0
Platynerei,Annelida ,1,0,0,1,1,0,1,1,0,0,0
Pleurodeles_waltl,Chordata ,1,0,0,0,0,1,0,1,0,0,0
Podocnemis_expansa,Chordata ,0,0,0,0,0,0,0,0,0,0,0
Priapulusc,Priapulida,0,0,0,0,0,0,0,0,0,0,0
Pro_Aceren,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pro_Berber,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pro_Eosent,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pro_Fujien,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pro_Hesper,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Pro_Sinent,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Promy,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Amphien,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Amphips,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Archips,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Asiopsc,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Caecili,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Calopso,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Compsoc,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Dasydem,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Ectopso,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Electre,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Elipsco,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Epipsoc,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Hemipso,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Lachesi,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Lepidop,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Liposce,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Mesopso,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Musapso,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Myopsoc,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Pachytr,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Peripso,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Philota,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Prionog,Arthropoda ,1,0,0,0,1,0,0,1,0,0,1
Ps_Pscocid,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Pseudoc,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Psilops,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Psoquil,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Psyllip,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Sphaero,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Stenops,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Troctop,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ps_Trogiid,Arthropoda ,1,1,0,0,0,1,0,0,0,1,0
Psc_Tricho,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Ptychodera,Hemichordata ,0,0,0,0,0,0,0,0,0,0,0
Pulsellum,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Ramphotyphlops_braminus,Chordata ,0,0,0,0,0,0,0,0,0,0,0
Rap_Inocel,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Rap_Raphid,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Rhabditidae,Nematoda,0,0,0,0,0,0,0,0,0,0,0
Rhabdus,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Rhinatrema_bivittatum,Chordata ,0,0,0,0,0,0,0,0,0,0,0
Richtersiu,Tardigrada ,0,0,0,0,0,0,0,0,0,0,0
Rovneri_like,Arthropoda ,1,1,1,1,0,1,1,1,0,1,0
Saccogloss,Hemichordata ,0,0,0,0,0,0,0,0,0,0,0
Scleractinia-Complex_forms,Cnidaria,0,0,0,0,0,0,0,0,0,0,0
Scleractinia-Robust_forms,Cnidaria,0,0,0,0,0,0,0,0,0,0,0
Scutigerac,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Scutopus,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Scyphozoa,Cnidaria,0,0,0,0,0,0,0,0,0,0,0
Si_Ceratop,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Si_Chimero,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Si_Coptops,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Si_Ctenoph,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Si_Hystri,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Si_Ischnop,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Si_Leptops,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Si_Lycopsy,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Si_Macrops,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Si_Pulicid,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Si_Pygiops,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Si_Rhopalo,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Si_Stephan,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Si_Stivali,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Si_Vermips,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Simrothie,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Siphonode,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Solemya,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Spadellace,Chaetognatha ,0,0,0,0,0,0,0,0,0,0,0
Spheniscus_humboldti,Chordata ,1,1,0,0,0,1,1,1,1,1,0
Sphenodon_punctatus,Chordata ,1,0,0,0,1,0,1,0,0,0,0
sphodros,Arthropoda ,1,1,0,0,0,0,0,0,0,1,0
Spinochord,Nematomorpha ,0,0,0,0,0,0,0,0,0,0,0
Stauroteu,Mollusca,0,0,0,0,0,0,0,0,0,0,0
steg,Arthropoda ,1,0,0,0,1,0,1,0,0,0,0
Strepsipte,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Suberitesd,Porifera ,0,0,0,0,0,0,0,0,0,0,0
Symsagitti,Acoela,0,0,0,0,0,0,0,0,0,0,0
syto,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Terebratal,Brachiopoda ,0,0,0,0,0,0,0,0,0,0,0
Tetr,Arthropoda ,1,0,0,1,1,0,0,1,0,1,0
Themistela,Sipuncula ,0,0,0,0,0,0,0,0,0,0,0
Ther,Arthropoda ,1,0,0,0,1,0,1,1,0,0,0
Thy_Aeolot,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Thy_Hetero,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Thy_Phlaeo,Arthropoda ,1,0,0,0,1,1,1,0,0,0,0
Thy_Thripi,Arthropoda ,1,0,0,1,1,0,1,0,0,0,0
Tinamus_guttatus,Chordata ,0,0,0,0,0,0,0,0,0,0,0
Tonicella,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Tr_Anomalo,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Apatani,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Atriple,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Beraeid,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Brachyc,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Calamoc,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Calocid,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Chatham,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Conoesu,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Dipseud,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Ecnomid,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Glossos,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Goerida,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Helicophi,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Helicopsy,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Hydrobi,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Hydrops,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Hydropt,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Hydrosa,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Kokirii,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Lepidos,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Leptoce,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Limneph,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Limnoce,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Molanni,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Odontoc,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Oecones,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Philopo,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Philorh,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Phrygane,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Phryganop,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Pisulii,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Polycen,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Psychom,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Rhyacop,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Sericos,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Stenops,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Tasimii,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Uenoida,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Tr_Xiphoce,Arthropoda ,0,0,0,0,0,0,0,0,0,0,0
Trichostrongylidae,Nematoda,0,0,0,0,0,0,0,0,0,0,0
Turbanella,Gastrotricha ,0,0,0,0,0,0,0,0,0,0,0
U15663Oncorhynchus_mykiss,Chordata ,1,0,0,1,1,1,1,1,0,1,0
U71093Danio_rerio,Chordata ,1,0,0,1,0,1,1,1,0,0,0
ulobor,Arthropoda ,1,0,0,0,1,0,1,1,0,0,0
Valvata,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Vampyrote,Mollusca,1,0,0,0,0,1,1,0,0,0,0
Veleropil,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Wirenia,Mollusca,0,0,0,0,0,0,0,0,0,0,0
Xenopus_laevis,Chordata ,1,1,0,0,0,0,0,1,0,0,0
Xenoturbel,Xenoturbellida,0,0,0,0,0,0,0,0,0,0,0
